Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,LoanDefault
34,92164,158193,393,18,3,3.0,60,0.13,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
47,120346,190130,715,89,1,9.54,24,0.59,Master's,Unemployed,Single,Yes,Yes,Other,Yes,0
57,88068,7001,587,47,3,2.39,36,0.51,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
34,62272,43359,740,41,4,9.8,60,0.84,Master's,Full-time,Divorced,Yes,No,Auto,No,0
30,24773,222337,473,12,1,4.41,36,0.8,High School,Full-time,Single,Yes,No,Auto,No,1
38,95633,249372,564,40,4,24.43,48,0.15,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
54,144580,165580,338,27,1,13.27,36,0.78,PhD,Part-time,Married,Yes,Yes,Business,Yes,1
34,31668,34665,609,5,4,3.46,36,0.47,High School,Full-time,Married,Yes,No,Auto,Yes,0
51,106533,135213,505,8,4,9.88,36,0.16,Bachelor's,Full-time,Divorced,No,Yes,Education,Yes,0
52,133075,178319,466,3,3,24.15,24,0.11,Bachelor's,Part-time,Divorced,Yes,No,Other,No,1
58,90767,105603,325,54,4,8.09,24,0.16,High School,Full-time,Divorced,Yes,Yes,Home,Yes,0
27,133351,100668,777,3,4,6.42,60,0.37,Master's,Part-time,Single,Yes,No,Other,No,1
34,124320,137125,511,44,4,16.25,60,0.71,Master's,Part-time,Divorced,No,Yes,Education,Yes,0
19,131402,14457,392,70,1,9.51,60,0.13,Master's,Unemployed,Married,Yes,No,Other,Yes,1
30,63661,83557,816,55,1,9.1,60,0.51,PhD,Part-time,Married,No,Yes,Education,No,0
42,31042,146140,600,72,3,19.44,36,0.67,PhD,Part-time,Divorced,No,No,Education,No,1
22,108341,112817,328,19,2,14.8,60,0.65,PhD,Unemployed,Single,Yes,Yes,Education,Yes,1
52,149471,176161,581,10,4,14.48,24,0.76,Master's,Unemployed,Divorced,No,No,Other,Yes,1
67,70309,145123,536,11,3,17.9,36,0.34,Bachelor's,Part-time,Single,No,Yes,Home,No,0
24,29665,21182,662,102,3,15.02,60,0.69,PhD,Unemployed,Single,No,Yes,Business,Yes,0
21,105188,51148,499,35,2,7.63,24,0.58,High School,Part-time,Married,Yes,Yes,Home,No,0
38,119085,140540,636,61,1,4.83,24,0.13,Master's,Part-time,Single,Yes,Yes,Auto,Yes,0
42,144949,197315,537,33,2,17.62,36,0.32,Master's,Full-time,Married,Yes,No,Business,No,0
34,131094,156330,554,55,1,20.3,48,0.11,High School,Self-employed,Divorced,Yes,No,Education,No,0
55,130367,6379,547,22,3,5.7,24,0.62,Master's,Self-employed,Divorced,No,No,Other,No,1
38,70582,208505,623,74,1,16.68,36,0.23,High School,Part-time,Married,No,No,Other,Yes,1
66,60325,45455,367,0,3,16.75,36,0.58,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,0
32,117409,240663,568,55,2,15.95,24,0.28,High School,Self-employed,Single,Yes,Yes,Business,Yes,1
46,116629,172082,511,92,3,21.93,48,0.42,PhD,Self-employed,Married,No,Yes,Other,No,0
20,77822,207618,601,115,1,21.17,24,0.67,PhD,Part-time,Married,No,Yes,Other,Yes,1
28,138007,161525,322,71,2,13.54,48,0.39,PhD,Full-time,Single,Yes,Yes,Other,No,0
29,76404,10139,303,25,4,11.48,48,0.21,Master's,Unemployed,Married,Yes,No,Education,No,0
18,116265,173686,763,41,4,15.97,48,0.88,PhD,Self-employed,Single,Yes,No,Business,Yes,1
23,47887,153909,331,24,4,7.42,48,0.56,High School,Self-employed,Divorced,Yes,Yes,Other,No,1
50,27321,57744,336,68,2,16.0,48,0.42,High School,Self-employed,Single,Yes,No,Other,No,0
39,106586,50367,726,98,4,11.83,60,0.15,High School,Self-employed,Married,No,Yes,Other,Yes,0
32,41535,153294,617,87,3,8.26,36,0.75,Bachelor's,Full-time,Married,Yes,No,Business,No,0
62,73970,5534,383,80,1,2.64,12,0.61,Bachelor's,Self-employed,Single,Yes,No,Business,No,0
28,80753,101049,471,52,3,8.79,60,0.73,High School,Part-time,Single,Yes,No,Other,Yes,0
34,77303,133848,476,69,4,12.88,12,0.27,PhD,Part-time,Single,No,No,Home,No,1
32,112285,29022,835,80,4,5.17,12,0.56,PhD,Self-employed,Single,No,No,Other,No,0
63,80484,113833,485,97,4,10.82,12,0.18,High School,Full-time,Divorced,Yes,Yes,Home,Yes,0
18,41126,165609,723,104,2,6.87,36,0.83,High School,Unemployed,Single,No,Yes,Home,Yes,0
23,34771,156309,423,74,2,21.51,60,0.45,High School,Part-time,Married,Yes,No,Other,Yes,1
38,104867,235749,644,76,2,22.69,36,0.5,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,1
29,79935,107895,814,11,4,20.09,48,0.31,High School,Unemployed,Single,Yes,No,Auto,No,1
58,27136,18281,720,60,3,12.45,60,0.68,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0
55,115446,130605,719,108,3,10.33,60,0.88,Master's,Full-time,Married,No,Yes,Business,No,0
47,99484,90228,309,48,1,2.02,36,0.83,Master's,Part-time,Married,No,No,Home,No,0
67,89220,164914,406,67,3,23.46,24,0.45,PhD,Self-employed,Married,Yes,No,Business,No,0
26,126690,102354,456,5,1,4.98,36,0.35,High School,Self-employed,Married,Yes,No,Business,No,0
51,26404,212476,305,89,2,21.15,24,0.69,High School,Self-employed,Divorced,Yes,No,Education,No,1
26,116243,186577,523,67,2,9.5,60,0.81,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
50,47976,217059,572,32,1,23.86,48,0.26,PhD,Self-employed,Married,Yes,Yes,Home,No,1
40,126733,53341,668,14,2,16.39,24,0.36,PhD,Self-employed,Single,No,No,Other,Yes,0
49,140733,35210,510,56,3,13.44,60,0.15,PhD,Part-time,Married,No,No,Business,No,0
48,17146,21078,431,55,4,8.89,12,0.24,High School,Part-time,Married,No,No,Auto,No,1
23,40557,211181,794,7,1,10.98,60,0.53,PhD,Part-time,Married,No,No,Business,No,0
26,54837,158299,626,117,1,6.08,36,0.24,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,0
65,18057,132972,834,103,2,4.37,24,0.24,Bachelor's,Unemployed,Single,No,No,Home,No,0
45,46932,9277,703,9,2,14.62,36,0.53,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
35,15908,58558,343,19,2,14.81,48,0.61,High School,Unemployed,Single,Yes,No,Education,Yes,1
58,47883,88014,672,21,2,23.72,12,0.82,Bachelor's,Full-time,Married,No,No,Auto,No,0
20,63309,33712,551,74,1,10.07,48,0.71,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
24,134551,203227,417,53,3,8.94,36,0.63,Bachelor's,Full-time,Divorced,Yes,No,Other,No,0
69,146051,117967,443,111,2,11.8,24,0.74,Master's,Part-time,Divorced,No,No,Home,No,0
39,70392,170017,548,113,4,22.6,24,0.85,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
22,80192,220904,494,56,4,20.21,48,0.82,High School,Self-employed,Married,Yes,No,Business,No,1
33,54217,216599,590,75,4,9.39,24,0.85,High School,Unemployed,Single,Yes,Yes,Home,No,0
22,66779,169845,710,67,2,14.37,60,0.84,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,0
25,65050,122018,459,106,4,21.1,24,0.78,High School,Full-time,Married,Yes,Yes,Auto,Yes,1
57,43697,77702,688,28,3,11.17,36,0.57,High School,Self-employed,Divorced,Yes,Yes,Other,No,0
52,111566,202749,726,92,4,7.42,60,0.11,High School,Unemployed,Married,Yes,Yes,Business,Yes,0
36,96306,211869,385,67,4,18.89,12,0.5,Master's,Unemployed,Married,No,Yes,Home,Yes,0
20,143816,96865,446,25,3,20.87,12,0.53,PhD,Unemployed,Single,Yes,Yes,Other,No,1
26,52176,99725,803,24,4,2.51,48,0.59,Master's,Full-time,Single,No,No,Business,Yes,0
40,26143,214354,400,83,3,4.7,60,0.81,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,1
18,138811,193817,707,117,4,17.08,36,0.22,High School,Full-time,Married,No,Yes,Other,No,1
62,47726,15281,324,13,2,6.94,60,0.54,Master's,Full-time,Married,No,Yes,Education,No,0
39,138188,221964,817,57,2,15.89,36,0.31,High School,Part-time,Divorced,No,Yes,Business,Yes,0
66,64742,30786,554,18,4,11.66,48,0.38,Master's,Unemployed,Single,No,No,Auto,No,1
32,73681,104321,472,28,2,22.8,12,0.29,High School,Part-time,Divorced,Yes,Yes,Education,No,0
49,109138,54778,795,73,2,2.21,48,0.13,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,0
57,28120,134871,834,107,4,18.13,24,0.78,High School,Self-employed,Divorced,No,Yes,Business,No,1
31,122660,55743,574,18,4,14.98,48,0.78,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0
62,86943,10463,422,21,4,11.33,24,0.16,Master's,Full-time,Married,No,Yes,Other,No,0
19,41271,113957,764,43,3,9.67,48,0.37,Master's,Unemployed,Divorced,Yes,No,Business,No,0
27,88675,104982,307,11,4,23.18,48,0.59,PhD,Unemployed,Married,Yes,No,Other,Yes,1
25,75458,233994,339,65,2,23.66,36,0.87,High School,Self-employed,Single,Yes,No,Auto,No,0
21,108001,63066,552,42,1,16.37,36,0.22,Master's,Full-time,Single,No,No,Business,Yes,0
45,121056,118263,338,23,4,12.07,36,0.34,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
24,50315,22959,369,48,1,19.73,24,0.37,Master's,Part-time,Single,No,No,Business,Yes,1
32,45224,165028,846,17,1,2.28,24,0.25,High School,Self-employed,Married,Yes,No,Business,Yes,0
62,28433,147228,428,26,1,12.54,12,0.64,Master's,Part-time,Divorced,No,Yes,Auto,No,0
56,143947,161249,537,32,2,16.4,60,0.18,PhD,Full-time,Married,No,Yes,Auto,No,0
46,44222,69430,357,10,2,9.59,48,0.61,Master's,Self-employed,Single,Yes,Yes,Auto,Yes,0
54,114844,162005,392,73,2,22.38,12,0.65,High School,Part-time,Married,Yes,No,Other,No,1
60,103394,139666,715,5,3,4.98,36,0.52,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0
32,35532,146449,837,5,4,19.93,12,0.35,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
33,58726,139523,715,42,3,14.07,36,0.74,Master's,Self-employed,Single,Yes,No,Business,No,1
53,40952,139342,780,100,2,19.33,12,0.66,Master's,Full-time,Single,Yes,No,Other,No,1
39,116461,178559,719,50,1,11.91,60,0.59,High School,Unemployed,Single,No,No,Other,No,0
28,93899,28021,731,89,3,11.4,12,0.69,Bachelor's,Part-time,Divorced,No,No,Home,No,0
27,52526,123869,569,56,4,19.14,12,0.9,PhD,Unemployed,Single,Yes,No,Other,Yes,0
32,94376,221343,335,19,4,24.19,12,0.17,High School,Self-employed,Single,No,No,Education,Yes,1
53,86491,237928,432,4,3,11.17,60,0.18,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
30,96318,98053,527,40,2,16.84,12,0.75,PhD,Self-employed,Married,No,No,Education,Yes,0
69,21280,123039,483,81,4,22.12,60,0.5,PhD,Unemployed,Married,Yes,No,Business,Yes,0
23,54734,27501,570,98,2,3.08,24,0.59,PhD,Self-employed,Married,Yes,Yes,Home,Yes,1
21,118271,222661,542,85,2,20.25,24,0.12,Bachelor's,Part-time,Single,Yes,Yes,Business,No,1
63,89404,148036,441,20,2,18.48,60,0.16,High School,Full-time,Married,Yes,No,Other,Yes,0
34,138420,81756,620,38,1,21.55,48,0.85,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
31,40421,100587,753,32,2,2.85,60,0.68,High School,Unemployed,Single,No,Yes,Home,No,0
22,31645,237746,663,103,2,12.77,36,0.21,Master's,Self-employed,Married,Yes,No,Other,No,0
24,20720,173054,513,117,1,5.05,24,0.61,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
30,109696,41501,675,55,4,22.06,12,0.4,Master's,Part-time,Divorced,No,No,Home,No,0
58,113563,242166,790,97,4,16.03,24,0.38,PhD,Unemployed,Divorced,Yes,No,Other,No,0
42,116767,199709,346,2,1,21.38,60,0.16,High School,Self-employed,Divorced,Yes,No,Education,Yes,0
60,51738,138998,626,18,2,14.28,36,0.15,PhD,Unemployed,Single,Yes,No,Home,Yes,0
62,36058,221711,300,71,3,21.05,48,0.82,High School,Unemployed,Married,Yes,No,Auto,Yes,1
41,114247,187543,785,84,1,6.51,12,0.65,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
36,141901,60292,597,2,4,5.86,24,0.3,PhD,Full-time,Single,No,Yes,Auto,Yes,0
68,85266,147427,797,0,3,13.72,12,0.77,Master's,Part-time,Single,Yes,No,Business,No,0
60,138159,85585,415,40,4,16.67,60,0.52,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
53,124830,162054,581,68,2,15.14,12,0.68,Master's,Part-time,Married,Yes,No,Home,No,1
48,88226,34695,713,96,3,16.98,60,0.51,PhD,Self-employed,Single,No,No,Education,No,0
59,32651,45334,320,111,1,6.68,60,0.68,PhD,Unemployed,Married,No,Yes,Business,Yes,0
48,88102,184367,834,97,1,13.38,48,0.52,PhD,Self-employed,Single,No,Yes,Home,Yes,0
65,100148,51971,834,95,2,4.9,24,0.85,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,0
64,38432,126182,538,70,1,16.78,24,0.11,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
62,126604,100204,847,104,2,10.31,12,0.87,Bachelor's,Part-time,Divorced,No,No,Home,Yes,0
57,101207,140775,425,56,1,20.29,60,0.74,Bachelor's,Unemployed,Single,No,No,Auto,No,0
41,18797,123688,669,0,2,13.96,36,0.23,Master's,Unemployed,Divorced,No,Yes,Business,Yes,0
30,54356,104196,349,108,1,20.04,24,0.37,PhD,Unemployed,Married,No,Yes,Other,Yes,0
20,19476,244026,406,80,2,13.54,60,0.59,PhD,Self-employed,Divorced,No,Yes,Other,Yes,1
25,20099,211005,556,25,3,16.6,36,0.68,PhD,Part-time,Divorced,No,Yes,Education,Yes,1
20,15985,209871,725,54,1,10.8,24,0.21,PhD,Part-time,Single,No,No,Home,No,1
56,18961,121380,432,73,2,16.85,36,0.5,Master's,Part-time,Married,No,No,Home,No,0
56,71040,220241,401,44,2,23.04,36,0.41,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
24,18812,232125,732,68,1,24.42,48,0.26,High School,Unemployed,Single,No,Yes,Other,Yes,0
35,19596,177313,749,68,1,22.81,48,0.61,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1
40,41840,206416,555,79,4,10.31,12,0.89,PhD,Part-time,Married,Yes,No,Auto,No,0
24,69382,205159,414,17,1,12.32,12,0.65,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,0
29,60476,158393,367,61,4,23.96,24,0.58,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,1
54,125046,43782,366,35,2,13.91,24,0.14,Bachelor's,Unemployed,Married,No,No,Business,No,0
19,74051,168736,486,76,1,22.09,12,0.31,Bachelor's,Full-time,Married,Yes,No,Business,Yes,0
53,17250,144872,842,33,1,17.71,60,0.61,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,1
25,21013,86546,314,11,2,20.21,60,0.37,PhD,Full-time,Divorced,No,No,Auto,No,1
40,76282,220944,609,22,4,22.97,60,0.75,PhD,Full-time,Married,No,Yes,Education,Yes,1
62,52513,150813,317,116,4,7.18,60,0.52,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,0
24,107080,87285,544,99,2,22.16,24,0.73,Master's,Part-time,Married,Yes,Yes,Other,No,0
40,130232,140568,777,33,2,23.12,48,0.83,High School,Full-time,Married,No,Yes,Business,No,1
25,114754,200824,474,12,2,16.4,60,0.66,PhD,Unemployed,Divorced,No,No,Other,No,1
53,103716,90540,840,22,1,23.03,24,0.14,Bachelor's,Part-time,Married,No,Yes,Other,No,0
55,95071,107709,689,6,3,10.0,60,0.44,Bachelor's,Unemployed,Married,No,No,Education,No,0
65,78505,44159,404,33,1,5.86,12,0.51,Master's,Self-employed,Divorced,No,Yes,Business,No,0
31,52736,42564,610,67,1,6.85,24,0.82,High School,Full-time,Single,No,No,Education,Yes,1
25,122189,188800,760,30,3,20.9,12,0.23,High School,Unemployed,Divorced,Yes,No,Education,No,1
19,77870,78514,574,93,1,22.65,36,0.8,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,1
24,92231,207424,633,37,4,19.31,36,0.5,Master's,Unemployed,Divorced,No,Yes,Education,Yes,1
43,114921,202213,831,1,2,16.5,60,0.3,High School,Full-time,Divorced,No,Yes,Auto,Yes,0
41,76310,122685,643,18,3,13.26,60,0.88,Bachelor's,Self-employed,Single,No,Yes,Business,No,1
37,39609,113917,667,110,3,16.57,36,0.71,High School,Self-employed,Single,Yes,No,Home,Yes,1
29,96962,93285,456,89,1,12.12,36,0.67,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
64,126435,248123,749,22,2,16.47,48,0.31,High School,Full-time,Single,Yes,Yes,Business,No,0
59,88009,149360,693,42,4,10.36,48,0.53,PhD,Full-time,Single,Yes,No,Other,No,0
29,105191,80390,454,118,2,24.92,60,0.88,PhD,Full-time,Single,No,Yes,Business,No,0
41,79986,248256,834,27,3,21.81,24,0.45,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No,1
68,19033,13721,547,83,3,19.28,60,0.66,PhD,Part-time,Divorced,No,No,Business,Yes,0
31,107550,171316,652,27,3,15.11,24,0.56,Master's,Full-time,Single,No,Yes,Business,Yes,0
54,69675,68339,783,51,2,3.98,12,0.21,Bachelor's,Full-time,Divorced,No,No,Education,No,0
30,19045,9065,331,61,3,22.53,24,0.29,Bachelor's,Unemployed,Single,No,No,Business,Yes,0
64,115985,121790,497,60,4,21.34,60,0.1,Master's,Self-employed,Single,Yes,Yes,Other,No,0
51,25836,63594,749,47,3,13.24,48,0.25,High School,Unemployed,Married,No,No,Education,No,0
35,143891,101327,401,109,2,2.84,12,0.16,Master's,Unemployed,Single,No,No,Education,No,0
30,105303,213220,331,69,3,4.41,36,0.76,Master's,Part-time,Married,Yes,No,Education,No,1
38,101842,222675,822,113,2,15.9,48,0.7,PhD,Full-time,Divorced,No,Yes,Education,No,0
27,38484,98969,497,67,2,7.5,24,0.86,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0
43,52014,136153,327,116,1,5.74,60,0.32,High School,Full-time,Single,No,Yes,Other,Yes,0
65,88747,27714,469,65,3,2.76,48,0.36,Master's,Self-employed,Single,Yes,Yes,Auto,Yes,0
66,79088,243205,457,113,3,24.57,60,0.2,High School,Self-employed,Single,No,No,Home,Yes,0
57,84145,110327,782,109,3,22.93,48,0.59,PhD,Full-time,Married,No,Yes,Home,No,0
55,33153,58794,786,37,2,11.37,36,0.79,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
39,65028,110995,367,58,1,18.92,48,0.83,Master's,Part-time,Divorced,No,Yes,Education,No,0
22,108023,124974,742,98,2,15.14,12,0.87,PhD,Part-time,Single,Yes,Yes,Other,Yes,1
69,112029,194797,714,11,3,8.94,24,0.88,Master's,Part-time,Divorced,No,No,Other,Yes,0
42,46136,198188,603,28,4,11.09,12,0.5,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,1
32,102110,184937,334,87,3,15.77,48,0.55,Bachelor's,Part-time,Married,No,No,Home,Yes,0
35,148900,36357,675,33,3,22.02,36,0.32,PhD,Full-time,Divorced,No,Yes,Home,Yes,0
59,65019,169867,521,108,4,11.12,60,0.52,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
48,29132,8040,671,27,4,3.12,60,0.39,Bachelor's,Self-employed,Single,Yes,No,Education,Yes,1
67,30310,168238,785,71,4,13.76,48,0.75,Bachelor's,Unemployed,Single,No,No,Auto,No,0
38,49738,129309,774,28,4,17.35,60,0.78,Bachelor's,Part-time,Divorced,No,No,Home,Yes,0
27,103950,233279,533,101,1,7.2,48,0.38,Master's,Part-time,Divorced,No,No,Home,Yes,0
47,27167,157137,627,53,3,11.3,48,0.72,Master's,Unemployed,Married,No,No,Other,Yes,1
38,88330,87589,618,5,4,13.5,36,0.66,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,0
34,58993,92025,332,92,1,23.63,36,0.42,Bachelor's,Part-time,Single,No,Yes,Business,Yes,1
19,76591,47237,571,14,4,18.07,60,0.44,Bachelor's,Full-time,Single,Yes,Yes,Business,Yes,1
27,124569,219567,352,23,4,19.3,48,0.5,Bachelor's,Self-employed,Divorced,No,No,Business,No,1
27,137793,172673,706,28,4,23.77,24,0.11,High School,Full-time,Married,No,No,Auto,No,1
24,64104,235412,519,97,1,18.26,24,0.83,Master's,Part-time,Married,Yes,No,Home,No,0
52,62387,95721,650,104,2,2.84,12,0.44,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
49,91492,157133,437,76,3,23.03,24,0.35,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
65,116823,77530,820,100,3,7.58,36,0.34,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
57,60616,237170,733,46,2,17.35,12,0.5,Bachelor's,Part-time,Single,Yes,No,Business,Yes,0
29,142107,37713,619,42,1,12.02,60,0.77,Master's,Part-time,Married,Yes,No,Home,Yes,0
59,131113,175185,767,35,2,23.31,36,0.21,PhD,Part-time,Single,Yes,Yes,Business,No,1
68,136254,11603,617,88,2,12.75,48,0.88,Bachelor's,Part-time,Single,No,No,Business,Yes,0
26,36816,154108,548,38,2,7.24,36,0.52,PhD,Part-time,Single,No,Yes,Auto,Yes,0
27,76737,35700,749,71,1,3.57,60,0.77,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,0
25,43088,108906,416,29,1,18.44,48,0.38,PhD,Full-time,Married,No,No,Other,Yes,1
18,34552,94810,707,0,1,13.76,60,0.5,Master's,Full-time,Single,Yes,No,Other,No,0
48,15390,203768,665,93,1,8.84,12,0.5,High School,Self-employed,Divorced,No,No,Business,No,0
64,143432,89886,574,101,4,18.04,12,0.29,High School,Self-employed,Married,Yes,Yes,Education,No,0
40,130612,53234,539,18,3,12.83,60,0.65,Master's,Self-employed,Single,Yes,No,Education,No,0
26,97304,199034,470,2,4,11.18,36,0.41,High School,Full-time,Married,No,Yes,Business,No,0
38,75108,39745,390,65,4,7.73,48,0.3,PhD,Unemployed,Single,No,No,Auto,Yes,0
69,61059,172254,427,60,2,11.11,36,0.41,Bachelor's,Self-employed,Married,No,No,Auto,Yes,0
47,42905,39803,502,7,1,5.78,36,0.72,Master's,Unemployed,Divorced,No,No,Auto,No,0
35,15186,95494,685,60,4,18.47,60,0.66,High School,Self-employed,Divorced,Yes,No,Business,Yes,0
49,111156,168108,573,28,1,18.99,60,0.39,Bachelor's,Self-employed,Married,No,Yes,Business,Yes,0
38,86101,42632,404,63,1,14.03,36,0.39,PhD,Unemployed,Married,No,Yes,Home,No,0
26,110404,51986,582,30,4,12.54,48,0.11,High School,Part-time,Married,Yes,Yes,Business,Yes,0
42,108344,54488,742,34,4,19.09,36,0.66,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
37,109800,229815,397,6,2,19.08,60,0.46,High School,Unemployed,Divorced,No,No,Home,No,1
34,17414,190434,569,20,2,11.35,48,0.16,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,1
65,148302,174082,377,39,4,2.01,48,0.8,PhD,Part-time,Single,Yes,Yes,Auto,Yes,1
50,116897,110745,302,83,4,5.57,48,0.41,Master's,Full-time,Married,No,Yes,Other,Yes,0
57,87410,111986,347,94,2,22.17,48,0.88,PhD,Unemployed,Single,No,No,Home,No,0
26,145679,71657,691,74,3,18.27,60,0.65,High School,Self-employed,Married,No,No,Business,No,1
52,81474,145640,595,42,3,23.12,36,0.55,PhD,Full-time,Married,No,No,Auto,Yes,0
62,82548,238054,607,14,1,4.89,24,0.5,High School,Full-time,Single,No,No,Home,Yes,0
46,120871,140135,701,119,1,21.11,24,0.72,PhD,Part-time,Divorced,No,Yes,Home,Yes,0
44,149104,171015,321,27,1,10.13,12,0.83,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
59,78071,132114,379,98,2,16.97,60,0.35,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
20,149660,224177,748,82,1,15.74,60,0.82,High School,Part-time,Divorced,Yes,No,Education,No,1
19,34888,71770,304,86,2,24.85,24,0.19,Bachelor's,Full-time,Single,No,Yes,Auto,No,1
59,46023,205876,481,52,1,14.9,48,0.84,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0
25,116069,26983,356,112,2,23.96,12,0.16,Bachelor's,Unemployed,Married,Yes,No,Home,No,0
48,83254,28269,620,108,1,5.67,48,0.83,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,0
19,54136,194000,763,2,2,10.81,36,0.53,High School,Part-time,Divorced,Yes,Yes,Other,No,1
32,137742,181201,717,41,3,19.32,12,0.83,Master's,Part-time,Divorced,Yes,No,Home,Yes,0
64,67638,196075,437,118,3,9.7,60,0.49,High School,Part-time,Single,No,Yes,Business,Yes,0
64,68466,157499,724,94,1,6.26,24,0.78,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
50,104617,188768,316,58,4,7.39,36,0.34,High School,Part-time,Single,No,Yes,Business,No,0
39,46306,221226,696,107,3,20.42,36,0.22,PhD,Unemployed,Married,No,No,Business,Yes,1
